출원인,출원일,발명의 명칭,Original IPC All,요약,WIPS ON key
Grammer AG,2012-11-27,Vehicle seat with lateral support element,A47C-001/10 | A47C-007/36 | A61G-015/00 | B60R-022/28 | B60N-002/38 | B60N-002/22 | B60N-002/28 | B60N-002/46 | B60N-002/64 | B60N-002/48,"The invention relates to a vehicle seat with a seat part and with a seat back part for supporting a driver of the vehicle in the sitting position on the vehicle seat, wherein the vehicle seat is characterized by an additional vehicle driver's torso support device which can be disposed outside the seat part and the seat back part and which can be temporarily disposed at least partially in an otherwise seat-free torso support region at the level of or above the upper third of the seat back part in front of the seat back part and laterally off-center on the seat back part, in order to provide support, laterally off-center of the seat back part, at least at the level of the shoulder or chest region of the driver who is sitting on the vehicle seat when he adopts a seated working posture oriented to the side or backwards, wherein the additional vehicle driver's torso support device is disposed so as to be movable by a moving device from a parked position into an additional torso support position in the otherwise seat-free torso support region.",4915037001603
"HUBEI AVIATION PRECISION MACHINERY TECHNOLOGY Co.,Ltd.",2012-12-20,Seat and leg support adjusting device thereof,B60N-002/44,"The invention discloses a leg support adjusting device for seats. The leg support adjusting device mainly comprises an angle adjuster and a connecting rod mechanism, wherein a fixing element of the angle adjuster is connected with a fixing element of the seat; a power input rod of the connecting rod mechanism is connected with a rotation output element of the angle adjuster; and a power output rod of the connecting rod mechanism is connected with a leg support so as to adjust the gesture of the leg support to switch between the extension state and retraction state. The angle adjuster is used as a movement output component and is simple and reliable in structure; obviously, compared with the scheme of taking a feed screw nut mechanism as the movement output, the leg support adjusting device provided by the invention is small in occupied space and is convenient for general arrangement in a vehicle; and more movement space for passengers is reserved, so that reliable insurance is provided for improving user experience. Furthermore, the angle adjuster is used as a closed part, and can prevent dust and sundries; and the angle adjuster is low in maintenance cost. On the basis, the invention further provides a seat with the leg support adjusting device.",6715446002433
ASTRONICS ADVANCED ELECTRONIC SYSTEMS CORP.,2015-02-04,APPARATUS AND METHOD TO MONITOR THE OCCUPANCY OF SEATING,G01S-013/04 | B60N-002/90 | B60R-021/015 | B64D-011/06 | B64D-047/00 | G01S-015/04,"Disclosed is a system and method for monitoring the occupancy of seating. Sensors (105; 306; 513) provide measurements to a control circuit (108; 302; 506) that determines an occupancy state for each seat. Information regarding the occupancy of the seats can be presented on a display (309; 402; 505). In some instances, additional inputs can be used to adjust the occupancy determinations to account for environmental factors. Also, the occupancy states of the seats can be cross-checked with a passenger manifest to facilitate the boarding of a vehicle containing the seating.",1201919200870
"Faurecia Automotive Seating, LLC",2013-05-31,Easy-entry vehicle seat,A47C-001/00 | A61G-015/00 | B60N-002/00 | B60N-002/02 | B60N-002/06 | B60N-002/12 | B60N-002/04 | B60N-002/20 | B60N-002/22 | B60N-002/30,"A passenger support includes a vehicle seat and an easy-entry motion controller. The vehicle seat is moveable between a passenger-use configuration and an easy-entry configuration. The easy-entry motion controller controls movement of the vehicle seat between the passenger-use configuration and the easy-entry configuration, including movement of a seat back between an occupant-use position and a tilted-forward position, movement of a seat bottom between an occupant-use position and a folded-up position, and movement of a seat base between a rearward position and a forward position. The passenger support thus provides enhanced access to other areas of the vehicle, such as passenger supports located therebehind.",4915036001688
KEIPER GMBH & CO. KG,2011-08-01,Vehicle seat,B60N-002/06 | B60N-002/07 | B60N-002/14,"A vehicle seat can be moved from a starting position to a laterally offset end position and back, and the vehicle seat is oriented in the same direction in the starting position and in the end position. The vehicle seat includes a first upper rail, which is movably guided in a first lower rail, a second upper rail, which is movably guided in a second lower rail, and a seat cushion, which is movably mounted on the at least one upper rail. The lateral motion of the seat cushion relative to the rails is accomplished by carrying out a predetermined relative motions of the rails.",4915036001689
KEIPER GMBH & CO. KG,2012-02-09,Fitting for a vehicle seat and method for producing same,B60N-002/02 | B60N-002/225 | B21K-023/00,"A fitting for a vehicle seat, in particular for a motor vehicle seat, includes a first fitting part and a second fitting part, which are rotatable relative to one another and which are in geared connection with one another by a ring gear and a gear wheel which meshes with the ring gear. The fitting also includes a cam which is driven by a driver and revolves in the circumferential direction in order to drive a relative rolling movement of the gear wheel and the ring gear. The driver is mounted with a clearance and/or the cam is mounted on a collar of the second fitting part. The collar has a flange on the free end thereof. The end face of the flange forms an axial support surface for the driver. The flange includes a groove in the support surface.",4915036001693
Graco Children's Products Inc.,2013-05-14,Child car seat with height adjustable head rest and adjustment mechanism for same,B60N-002/28,"A child car seat has a seat back with an upper end and a head rest coupled to the seat back near the upper end. The head rest is vertically adjustable along the seat back between a raised position and a lowered position. The car seat has an adjustment mechanism with an actuator and a lock element. The lock element is movable between a locked condition preventing vertical adjustment of the head rest and an unlocked condition permitting vertical adjustment of the head rest. The actuator is actuable to reconfigure the adjustment mechanism between a locked arrangement blocking the lock element in the locked condition, a released arrangement unblocking the lock element from the locked condition, and an unlocked arrangement whereby the lock element is in the unlocked condition.",4915036001695
"BAE Industries, Inc.",2012-01-27,Trunk located second row seatback dump latch assembly,E05C-003/16 | B60N-002/36 | E05C-003/02 | E05C-003/06 | E05C-003/04,"A latch triggering mechanism for actuating a rear interior row seatback dump including a first generally cylinder shaped module mounted within a trunk of a vehicle, the module including a downwardly extending and displaceable bracket. A latch assembly is secured to a package surface separating the trunk from a passenger interior of the vehicle. A release lever associated with the latch extends in abutting contact with the bracket such that, upon actuating the bracket into contact with the lever, the latch disengages a striker associated with a foldable seatback.",4915036001696
Magna Seating (Germany) GmbH,2008-11-27,MOTOR VEHICLE SEAT,B60N-002/12 | B60N-002/30,"A folding seat arrangement for a motor vehicle, comprising a first carrying structure (2) having a backrest (3) disposed thereon and sealable sliding or guiding elements (11) for the detachable and/or removable attachment in guide rails (9) at the bottom of the motor vehicle interior, a second carrying structure (5) that is pivotally mounted relative to the first carrying structure (2) and has a seat cushion (4), and a supporting structure (6; 31), on which in a first end region sliding or guiding elements (10) are provided for the detachable and/or removable attachment in guide rails (9) and which in a second end region is mounted on a carrying structure (2; 5) in an articulated manner in order to remove forces therefrom in the guide rail (9) resulting from a load on the seat cushion (4), is to be refined such that the seat arrangement in the folded setting (storage setting) requires the least amount of space in the lower region of the expanded luggage compartment, however still provides an unobstructed view through the rear window. This is achieved in that the sliding or guiding elements (11) on the first carrying structure (2) and the supporting structure (6; 31) can be moved relative to one another to pivot the supporting structure (6; 31). Improved functional diversity of the folding seat arrangement is achieved in that the connection between the first connecting part (72) and the associated connecting part (9) on the vehicle side permits a forward pivoting of the first carrying structure (2) and the supporting structure (71) can be bent in a bending joint (76), whereby a forward displacement of the connecting site to the second carrying structure (5) is possible by pivoting the first carrying structure (2).",1515034003347
"Wonderland Nurserygoods Hong Kong Co.,Ltd.",2009-12-01,Baby carriage and combination of baby carriage and car seat,B62B-007/14 | B62B-009/12 | B60N-002/28,"The embodiment of the invention provides a combination of a frame of a baby carriage and a car seat, wherein the frame of the baby carriage comprises two push rods, two seat posts, a multi-section leg-leaned-leaned member extended between the two seat posts and a locking device arranged between the seat posts and the multi-section leg-leaned member. The multi-section leg-leaned member comprises two side rod sections and a middle rod section pivoted between the two side rod sections. A first pivot piece and a second pivot piece of the locking device are respectively connected with a side rod section of theleg-leaned member and the seat posts to adjust and fix the angle between the leg-leaned member and the seat posts. The locking device comprises an angle limiting mechanism and an actuating member matched with the angle limiting mechanism. The leg-leaned member can be adjusted and fixed in a plurality of angle positions by operating the actuating piece. When the leg-leaned member is adjusted to one of the angle positions, a locking part of the car seat is locked and connected on the leg-leaned member so that the car seat is connected to the baby carriage.",6715444000344
"BEIJING AUTOMOBILE RESEARCH GENERAL INSTITUTE Co.,Ltd.",2013-05-08,Vehicle seat side protection device and vehicle,B60N-002/42,"The invention provides a vehicle seat side protection device and a vehicle, wherein the vehicle seat side protection device comprises an accommodating component, a protection plate, a force accumulating component, a limiting component and a controller, wherein the force accumulating component is used for applying an elastic force on the protection plate; the limiting component is used for limiting the protection plate; the controller is connected with the limiting component, and is used for receiving an electric signal of an angular sensor and an electric signal of a vehicle speed sensor, and releasing the limiting to the protection plate according to the vehicle speed and the angle control limiting component. The vehicle comprises a vehicle seat, and further comprises the vehicle seat side protection device. The vehicle seat side protection device provides powerful support for a driver or a passenger to avoid serious tilting, so that the life safety of the driver or the passenger is guaranteed effectively; and meanwhile, the vehicle seat side protection device has a simple structure, is easy to implement, and is worthy of large-scale popularization. As the vehicle is equipped with the vehicle seat side protection device, the safety of the vehicle is further improved.",6715444005321
THE C.E. WHITE CO.,2012-11-07,Portable child restraint seat,B60N-002/28 | B60N-002/26 | B60R-022/10,"A portable seat assembly for safely securing an occupant such as a child within a vehicle is provided. The portable seat assembly readily converts between an expanded state and a collapsed state. In the expanded state, the portable seat assembly can secure the occupant in the vehicle. In the collapsed state, the portable seat assembly is readily carried and/or stowed by a user.",4915035001742
Dorel France SA,2012-04-27,CHILD CAR SEAT TO BE FITTED TO A VEHICLE SEAT,B60N-002/28,"The invention relates to a child car seat to be fitted to a vehicle seat, comprising: a chair part (2) comprising a seating part (3) and a back rest (4); and a base (5) in relation to which the chair part (2) is rotatably mobile between at least one transport position and at least one position for sitting the child in the seat. The car seat is secured to the vehicle by fastening clips or by a safety belt and an anti-tipping strap (10) that connects said base (5) to an anchoring point of the vehicle and also comprises connection means of a variable length having one end that is secured to the base (5) and another end that is secured to an upper part (16) of the back rest, said variable-length connection means thus connecting the base (5) to the upper part (16) of the back rest (4).",1515033004531
"Ford Global Technologies, LLC",2013-11-11,Seating arrangement for a passenger vehicle,B60N-002/01,A seating arrangement for a passenger vehicle includes a vehicular central longitudinal axis. A front seat and a rear seat each include a central longitudinal axis. The respective central longitudinal axes of the front and rear seats are arranged on opposite sides of the vehicular central longitudinal axis in a staggered relationship. The front seat is mounted high and at least one of the seats is positioned such that the central longitudinal axis of the respective seat measured at a rear edge of the respective seat is mounted closer to the vehicular central longitudinal axis than is possible with a symmetrical side-by-side seating arrangement by mounting the respective seat such that a distance measured from the central longitudinal axis of the respective seat at a rear edge of the seat to the vehicular central longitudinal axis is less than half the width of the rear edge of the respective seat.,4915034001700
Zhang Wei,2013-04-24,Protecting wing type car seat,B60N-002/48 | B60N-002/64,"The invention relates to a protecting wing type car seat. Protecting wings which can move forwards and backwards are disposed on the left sides and the right sides of the of a head rest and a back rest of the car chair to improve wrapping of the car chair. Flange discs are connected to two ends of each fixed shaft sleeve provided with a limit groove. A spindle is disposed in each fixed shaft sleeve. Rotary discs are connected to the left spindle nose and the right spindle nose of each spindle. Two small shafts are connected to each left rotary disc and each right rotary disc respectively. An inner-end shaft head of each small shaft is inserted in the limit groove of the flange disc, and a movable shaft sleeve is sleeved on an outer-end of each small shaft. A plurality of parallel spindles are connected to the head rest and the back rest through the fixed shaft sleeves. The left small shaft and the right small shaft at two ends of each spindle are connected with the left head protecting wing, the right head protecting wing, the left back protecting wing and the right back protecting wing through the movable shaft sleeves. During use, the head protecting wings and the back protecting wings are pushed to turn upwards and forwards, the head protecting wings and the back protecting wings can drive the rotary discs and the spindles to rotate through the movable shaft sleeves and the small shafts, when the inner-end shaft heads moves from the rear end to the front end along the limit grooves of the flange discs, the head protecting wings and the back protecting wings can be moved forwardly.",6715440003413
"Faurecia Automotive Seating, LLC",2012-09-12,Controllable comfort shell for vehicle seat,B60N-002/02 | B60N-002/66,"A vehicle seat includes a seat back having a support frame coupled to a seat foundation. The seat back also further includes a deformable seat shell adapted to assume various shapes between initial position and final positions in response to variable rearward loads applied by a seated passenger. The seat shell is coupled to the support frame by a compliant shell-motion controller via upper and lower motion-control links. The motion-control links allow pivotal motion, and at least one of the links includes a spheroidal joint. A link foundation extends between and interconnects the upper and lower motion-control links and is coupled to the support frame so that the link foundation does not move during seat shell deformation. The shell-motion controller may be pre-assembled as part of a backrest or the motion-control links may be formed after the link foundation is attached to the support frame.",4915033001618
"Ford Global Technologies, LLC",2013-11-20,Autonomous vehicle with reconfigurable seats,B60N-002/24 | B60N-002/14 | G05D-001/02 | B60R-021/015,A vehicle includes a passenger compartment and at least one seat located in the passenger compartment. The seat can be moved from a front-facing position to a rear-facing position for when the vehicle is operating in an autonomous mode. The vehicle may further include autonomous driving sensors and an autonomous controller that receives signals generated by the autonomous driving sensors and controls at least one vehicle subsystems according to the signals received.,4915033001621
HUSQVARNA AB,2011-05-27,Lawn care vehicle adjustable seat,B60N-002/22 | A47C-007/40 | A01D-034/82 | B62D-001/02,"A riding lawn care vehicle may include a frame, a seat base and an adjustable seat. Wheels of the riding lawn care vehicle may be attachable to the frame. The seat base may also be coupled to the frame. The adjustable seat may be coupled to the seat base of the riding lawn care vehicle to enable selectable repositioning of at least a portion of the adjustable seat at variable distances from the seat base.",4915033001622
Hyundai Motor Company | Kia Motors Corporation | Hyundai Dymos Incorporated,2013-05-15,Reclining apparatus of headrest for rear seat in vehicle,B60N-002/48 | B60N-002/22,"The present invention relates to a reclining apparatus for a head rest of a rear seat that includes: a reclining motor operably coupled to an integral lead screw; a carrier thread fastened to the integral lead screw; and a link module configured to transmit operation force from the carrier to a head rest module, wherein the head rest module angle is adjusted in a forward/rearward direction by the operation force from the carrier and the link module.",4915033001625
Keiper GMBH & Co. KG,2011-08-26,"Vehicle seat, in particular utility vehicle seat",F16F-009/43 | B60N-002/50 | B60N-002/52,"A vehicle seat has a scissor-type stand vibratable and adjustable in height, with a pneumatic spring and cranks intersecting at a scissor shaft, and a control device for level control and height adjustment of the stand. The control device has a driver, a switching element coupled with the driver, and a valve device controlled by the switching element, for controlling the pneumatic spring. The driver and the valve device are kinematically assigned to different parts of the stand, such parts being movable relative to one another. The switching element is spaced from the shaft and rotatably supported on the first crank. The valve device is connected with the first crank, and the driver is configured as a Bowden cable, the core of which is coupled with the switching element, and the jacket of which is fixedly connected with the second crank.",4915033001627
"Ford Global Technologies, LLC",2013-01-24,Seating assembly with air distribution system,B60N-002/60 | B60N-002/72 | B60N-002/56 | B60N-002/64,A vehicle seating assembly with a cooling system includes a seatback structure with a permeable passenger support which is coupled with the seatback structure. The passenger support has a back support surface and a rear surface. A concave shell has a peripheral edge which is coupled with the rear surface of the passenger support. A conduit member has an intake opening between the passenger support and the shell and an exhaust opening. An air chamber is coupled with the exhaust opening of the conduit member and has a fan on an exterior portion of the air chamber to draw air from the back support surface through the air chamber.,4915033001628
RECARO Aircraft Seating GmbH & Co. KG,2013-10-22,Vehicle seat,A47C-015/00 | B64D-011/06 | B64D-011/00,"A vehicle seat, in particular an aircraft seat, has at least one seating device, which has at least one seat unit and at least one bench unit which is arranged at one side of the seat unit in a transverse direction oriented at least substantially perpendicular to a seat unit longitudinal direction and has a bench unit surface which forms a lying surface with at least one seat bottom unit of the seat unit in at least one seat position. The bench unit can have at least one cavity, which is provided in at least one seat position for accommodating the legs of a passenger sitting in a seating device arranged, in relation to the seat unit longitudinal direction, behind said seating device.",4915033001792
Dorel France SA,2012-04-27,SELF-PIVOTING CHILD CAR SEAT TO BE FITTED TO A VEHICLE SEAT,B60N-002/28,"The invention relates to a child car seat comprising a base (1) to be placed on the seating part of a seat of a vehicle and a chair part (2) that is pivotably mounted between a front-facing transport position, a rear-facing transport position, and at least one position for sitting the child in the seat from the right side or from the left side. The car seat comprises means for locking the pivoting action, and at least one control element for controlling the unlocking of the pivoting action, authorising the pivoting of the chair part (2) from one of the transport positions to a position for sitting the child in the seat. According to the invention, the car seat comprises means for limiting the pivoting of the chair part (2) to a first angular region including the transport position wherein the chair part (2) is oriented towards the front of the vehicle and at least one of said positions for sitting the child in the seat, or to a second angular region including the transport position wherein the chair part (2) is oriented towards the rear of the vehicle and at least one of said positions for sitting the child in the seat.",1515031004369
AIR NEW ZEALAND Ltd.,2010-12-10,"A seat, leg support mechanism and operation method therefof",B64D-011/06 | B60N-003/06 | B60N-002/02 | B61D-033/00,"In one embodiment now described, and according to one aspect of the invention. There is provided a leg rest mechanism 100. The leg rest mechanism is suitable for use with a seat pad 200of a seat arrangement 300 in a passenger vehicle (not shown). The leg rest mechanism 100 comprises a support member HO adapted for at least partially supporting a passenger's weight; and an extension arrangement 400. The extension arrangement 400 comprises a pair of horizontal support mechanisms 120 for supporting the support member 110, an adjustable support mechanism 160 and a drive arrangement 20. The support member 110 is moveable between a stowed position in which it is stowable under the seat pad 200 of the passenger vehicle seat arrangement 300, an intermediate position up to which the support member HO can be adjustably supported; and wherein the support member is moveable directly from its intermediate position to an extended position in which the support member 110 cooperates with the seat pad to defines a substantially horizontal surface on which a passenger is supportable.",6715437001717
Myungjoo Lee,2014-09-05,Footrest for car seat,A47C-007/16 | A47C-007/52 | A47C-007/50 | A47D-015/00,"A footrest for a car seat is disclosed. The footrest includes a coupling plate including at least one first coupling hole formed in a surface of the coupling plate, a supporting plate including at least one second coupling hole formed in a surface of the supporting plate, and at least one guide bar having a column shape and detachably coupled into the first coupling hole and the second coupling hole. Through combination of these configurations, feet of all age groups of children sitting on the car seat are comfortably and safely supported by adjusting the height and inclination of the supporting plate, and the footrest is simply and easily installed and fixed and is used for all types of car seats.",4915032000697
"Dorel Juvenile Group, Inc.",2012-04-27,Self-pivoting child car seat to be fitted to a vehicle seat,B60N-002/28,"A child car seat includes a base to be positioned on the seat section of a vehicle seat and a seat body pivotably mounted between a forward facing travel position, a rear facing travel position, and at least one right or left arranging position.",4915032001651
"Ford Global Technologies, LLC",2013-09-27,Button-tufted trim style for climate comfort seat,A47C-007/72 | A47C-031/00 | B60N-002/56,"A vehicle seating assembly includes a seat base and a seat back. A coverstock is disposed over the seat base and the seat back. A plurality of button-tufts are disposed on a top surface of at least one of the seat base and the seat back and are operably coupled with the coverstock. The plurality of button-tufts include an orifice extending through the button-tufts. A fan is in communication with the orifice and is configured to move air through the orifice, thereby providing air flow to a vehicle passenger resting on the coverstock.",4915032001656
"Faurecia Automotive Seating, LLC",2012-09-26,Vehicle seat backrest with flexural joint motion-control,B60N-002/02 | B60N-002/64 | B60N-002/66,"A vehicle seat includes a backrest coupled to an upwardly extending support frame. The backrest includes a deformable seat shell adapted to assume various shapes between an initial position and a final position in response to variable rearward loads applied by the torso of a seated passenger. The seat shell is coupled to the support frame by a compliant shell-motion controller via upper and lower motion-control links. At least one of the motion-control links includes a flexural portion configured to bend about a pivot axis to establish a flexural joint. The lower motion-control link may include a flexural joint and/or a revolute joint, and the upper motion control link may include a flexural, revolute, or spheroidal joint.",4915032001658
"Britax Child Safety, Inc.",2013-08-26,CHILD SEAT WITH BELT TENSIONING MECHANISM FOR IMPROVED INSTALLATION,B60N-002/28 | B60N-002/26 | B60R-022/10,"ABSTRACT A child seat including a tensioning mechanism for applying tension to a seat belt to more fully secure the child seat to a car seat is provided herein. The child seat includes a 5 seat base defining a seat portion and a backrest portion and designed to receive an untensioned belt to secure the child seat to a car seat in an untensioned configuration. The child seat further includes a tensioning mechanism attached to the backrest portion and rotatable between a first position substantially adjacent to the backrest portion and a second position disposed therefrom. In the second position, the tensioning mechanism can receive 0 a portion of the belt. In the first position, the tensioning mechanism is configured to apply tension to the portion of the received belt to secure the child seat to the car seat in a tensioned configuration. Methods of manufacturing child seats are also provided herein. 9/14 25 16 10 12 29 79 30 221 27 79 23 22 -- 21, 28 18 FIG.6 ",1020132200708
Grammer AG,2012-12-18,Vehicle seat and method for producing an upholstered vehicle seat part,B60N-002/62,"The invention discloses a vehicle seat and a method for producing an upholstered vehicle seat part. The vehicle seat (1) has a seat part(2; 2A), having a backrest part (3) and having an upholstery part (4) for upholstering the seat part (2), wherein the upholstery part (4) comprises an upholstery part cover element (10), a carrier layer element (11) for supporting the upholstery cover element (10), an upholstery core element (12), a main upholstery element (13) and a barrier layer (14), and wherein the main upholstery element (13) is spatially separated by the barrier layer (14) from the carrier layer element (11), the upholstery core element (12) and the upholstery part cover element (10), the barrier layer (14) having a seamless barrier layer element (15), which is arranged continuously as a strip product directly on the main upholstery element (13).",6715383003737
GRAMMER AG,2013-12-17,Commercial vehicle seat comprising a double-catch cross slide part,B60N-002/06 | B60N-002/08 | B60N-002/14 | B60N-002/16 | B60N-002/015 | B60N-002/50,"A commercial vehicle seat is provided including a seat part, a backrest part and a seat substructure for arrangement on a body part of a commercial vehicle, in which the seat substructure includes a transverse oscillation device comprising a cross slide part which is capable of oscillating transversely to the length of the commercial vehicle and by means of which at least the seat part is mounted so as to be capable of oscillating transversely to the direction of travel on a base carrier part of the seat substructure, and includes a locking device for fixing the cross slide part on the base carrier part, wherein the locking device includes two locking units which are spaced apart along the length of the commercial vehicle and have respective locking elements which are mounted pivotally about vertical pivot axes or displaceably along linear axes and are arranged so as to be synchronously operable in a horizontal plane between two transverse rail units of the transverse oscillation device.",4915031001198
"KIA MOTORS CORPORATION | DAE WON SAN UP CO., LTD.",2013-11-13,Storage apparatus for seat of vehicle,B60N-002/30 | B60N-002/44,"A storage apparatus for a seat of a vehicle, in which the seat is stored in a storage space formed therebelow, so that it is possible to secure a wider luggage space as compare with the related art and reduce unit cost without using a separate slide rail. In addition, the storage apparatus variously uses the space of a back seat when shifted between a passenger space (seating mode) and a luggage space (luggage mode) of the multi-functional back seat, which is vertically movable and foldable.",4915031001204
FAURECIA SIEGES D'AUTOMOBILE,2011-12-29,Frame for a motor vehicle seat cushion,B60R-007/04 | B60N-002/30 | B60R-005/00,"A cushion structure for a motor vehicle seat including a retractable stop piece capable of preventing an object placed under the cushion from moving towards the front, and means capable of arranging said cushion in a position preventing a passenger from sitting on it.",4915030001770
Nightgear LLC,2006-11-20,SEATING ACCESSORY,B60N-002/60 | B64D-011/06 | A47C-027/00,"A seating pad assembly is provided for use by travelers to increase the comfort for a seat on a public transportation vehicle or at a public transit terminal. The seating pad assembly includes a cushion formed from a viscoelastic foam and having dimensions substantially conforming to the dimensions of at least the hip/thigh support and the back support of the seat. Thus, the viscoelastic foam will bridge hard points and pinch points of the seat and will efficiently support the traveler across the gap. The seating pad assembly further includes a removable cover, straps for holding the pad in a coiled condition and a carrying bag for transporting the pad assembly.",1515028002638
Johnson Controls Components GmbH & Co. KG,2012-05-23,VEHICLE SEAT,B60N-002/06 | B60N-002/14 | B60N-002/02,"The invention relates to a vehicle seat (1) having a seat shell (2), comprising a first upper rail (16), which is arranged on the tunnel side and is movably guided in a first lower rail (10), and a second upper rail (18), which is arranged on the sill side and is movably guided in a second lower rail (12), wherein the first upper rail (16) can be displaced relative to the second upper rail (18), and wherein due to a displacement of the first upper rail (16) relative to the second upper rail (18) the seat shell (2) carries out a rotation about a vertically extending pivot axis. A main memory device (58) is provided on the second upper rail (18), and at least one spring unit (52) is provided, which acts upon the first upper rail (16) relative to the second upper rail (18) in the longitudinal direction.",1515028003944
"SHANGHAI YANFENG JOHNSON CONTROLS SEATING Co.,Ltd.",2013-04-09,Seat back angle adjusting device,B60N-002/22,"The invention discloses a seat back angle adjusting device which comprises an adjustor fixed plate, an adjustor toothed plate, at least one locking toothed plate and an axial cam, wherein the adjustor fixed plate is arranged on the seat cushion side, the adjustor toothed plate is arranged on the seat back side, the adjustor toothed plate is connected with the adjustor fixed plate, and an annular gear is arranged in the adjustor toothed plate; the outer edge of the locking toothed plate is provided with locking teeth, the locking teeth are meshed and demeshed with an internal tooth section corresponding to the annular gear on the adjustor toothed plate in the process that the locking toothed plate caries out a radial reciprocating motion; and the axial cam carries out bidirectional motion along an axis of an adjustor, and the axial cam drives the locking toothed plate to carry out radial reciprocating motion in the process of carrying out the bidirectional motion along the axis of the adjustor, so that the locking teeth of the locking toothed plate are meshed and demeshed with the internal tooth section corresponding to the annular gear on the adjustor toothed plate. The seat back angle adjusting device disclosed by the invention can greatly reduce the volume of a seat back unlocking trigger; and the seat back angle adjusting device is simple and convenient in unlocking way, and accords with the human engineering.",6715377003504
Zodiac Seats France,2014-02-19,"Secure herringbone arrangement for the armrest of a seat, seat and two seat assembly provided with such an arrangement",B64D-011/00 | B60N-002/46 | B64D-013/00 | B64D-011/06 | B60N-002/01,"In herringbone seats of the prior art, armrests on the closed angle side form an obstacle for the passengers in the seat in case of a shock, since the latter are generally projected along the axis of the vehicle and thus towards the armrest thus creating a high risk of injury for the passenger in case of a shock. The present invention provides a secure herringbone arrangement for the armrest of a seat i.e. making it possible to reduce the risk of injuries caused by the armrest, in case of a shock. Therefore, the present invention provides to leave a space between the seating part structure and the armrest to enable the passenger on the seat to be projected along the axis of the airplane in case of a shock without hitting the armrest. More precisely, the aim of the invention is a herringbone arrangement for the armrest of a seat wherein the armrest is angularly shifted with respect to the seat, so as to form a free space between the seat and the armrest. The present invention also relates to a seat and a seat assembly provided with such an arrangement.",4915028001845
"Kaibo Co.,Ltd.",2010-08-02,Fitting for a vehicle seat,B60N-002/225,"The invention relates to a fitting (10), in particular for a motor vehicle seat, comprising a first fitting part (11), on which a ring gear (17) is formed, a second fitting part (12), on which a gear (16) is formed, which meshes with the ring gear (17), whereby the two fitting parts (11, 12) are in a transmission connection with each other, and a rotatably mounted, revolving eccentric for driving a relative rolling motion of the gear (16) and the ring gear (17), the eccentric being driven by a carrier, wherein during said rolling motion, a tooth flank (16d) of a tooth (16a) of the gear (16) contacts a tooth flank (17d) of a tooth (17a) of the ring gear (17) at a pitch point (W), wherein the radius of curvature (K1) of the tooth flank (16d) of the tooth (16a) of the gear (16) at the pitch point (W) and the radius of curvature (K2) of the tooth flank (17d) of the tooth (17a); of the ring gear (17) at the pitch point (W) are at least approximately equal.",6715345000681
"Wonderland Nurserygoods Hong Kong Co.,Ltd.",2011-12-02,Children car seat,B60N-002/26,"The invention discloses a children car seat. The children car seat comprises a base, a body arranged on the base, an operating part and two clamping mechanisms, wherein each of the two clamping mechanisms comprises a clamping hook and a clamping ring, the clamping hook is mounted on the base, the clamping ring is arranged in the body, the clamping hook is clamed with clamping ring, the operating part is arranged on the body in a movable mode and connected with the two clamping rings, and when the operating part is operated, the clamping rings can be driven to rotate to separate from the clamping hooks. Compared with the prior art, the structure of each of the clamping mechanisms is simple, and disassembly of the body and the base can be conducted conveniently.",6715345002716
"HONDA MOTOR CO., LTD.",2013-03-28,VEHICLE HAVING UTILITY BED INCLUDING SEAT,B60N-002/30 | B60N-002/22 | B60N-002/34 | B62D-025/20,A vehicle includes a vehicular frame and a utility bed coupled with the vehicular frame. The utility bed includes a bed frame and a seat. The seat includes a seat bottom and a seat back. The seat back is movable between a stowed position and a deployed position. The seat back includes an upper back support and a lower back support. The lower back support is movably coupled with the upper back support and is movable between a passenger support position and a stored position.,1201500502988
"LERADO (ZHONG SHAN) INDUSTRIAL CO., LTD.",2013-09-16,Car seat base with a self-keeping lock mechanism,B60N-002/44 | B60N-002/28 | B60N-002/42,"A car seat base with a self-keeping lock mechanism for releasably locking a car seat rested thereon. The car seat has a pair of rods fixed at its underside, and the self-keeping lock mechanism is characterized by including at least a front hook element and a rear hook element and at least a front positioner and a rear positioner. The front hook element and the rear hook element are spaced apart from each other and pivoted inside the car seat base for locking the rods in a closed position, and releasing the rod in an opened position; the front positioner and the rear positioner are pivoted near the hook elements for keeping the hook elements in the opened position before the rods being entered into and caught by the hook elements, and may keep the hook elements in the closed position when the rods have been locked by the hook elements.",4915027001707
"Kaibo Co.,Ltd.",2011-05-17,Fitting for a vehicle seat,B60N-002/225,"The invention relates to a fitting (10) for a vehicle seat, in particular for a motor vehicle seat, comprising a first fitting part (11), on which a ring gear (17) is formed, a second fitting part (12), on which a gear (16) is formed, wherein said gear meshes with the ring gear (17), whereby the two fitting parts (11, 12) are in transmission connection with each other, and further comprising a rotatably supported eccentric (27, 27) for driving a relative rolling motion of the gear (16) and the ring gear (17), wherein said eccentric rotates in the circumferential direction and is driven by a carrier (21). An installation space (B) that is sealed off from the outside at least in some locations is provided between the first fitting part (11) and the second fitting part (12), wherein a separating ring (61; 61') is arranged in the installation space (B). The separating ring divides the installation space (B) into an outer installation space (Ba), which is located near the gear train defined by the gear (16) and the ring gear (17), and an inner installation space (Bi), which is located near the eccentric (27, 27).",6715341001881
