출원인,출원일,발명의 명칭,Original IPC All,요약,WIPS ON key
케이비오토텍 주식회사,2014-12-31,SEAT FOR VEHICLE,B60N-002/56 | A47C-007/74," As to the seat for a car including the Seat frame in the seat for a car according to the present invention, and the seat cushion part, blower section comprised of the duct air is supplied to the duct and the connected ventilation fan of the multiple air movement hole seat cushion parts formed through the rear surface and front side of the seat cushion part are included. The air plate forms the channel between the air movement hole and air plate. It is characterized that the extension diffusing air is formed into the front side of the seat cushion part among multiple air movement holes in one or more air movement hole. The seat cushion part is formed so that the attaching/detaching is possible and it props the passenger etc. or the passenger can,cans sit down at the Seat frame. Therefore, the seat for a car of the present invention has the air movement hole and the air motion groove in which the public institution can move in the seat cushion part. And air is provided to the body part of the passenger and the height can expect the effect the ride comfort. ",3516284000626
한화글로벌에셋 주식회사,2014-08-29,PLASTIC SEAT TYPE ARMREST FOR CAR WITH SPECIAL CROSS SECTION,B60N-002/46 | B60N-003/10," The invention relates to the plastic sheet type arm rest for motor vehicle having the speciality cross section, providing the multiple ribs in the upper side of 'H' type cross-sectional view and lower-part is the plastic sheet type arm rest for motor vehicle having the speciality cross section which is protruded from into one body and the rib is protruded so that a plurality of is parallelly protruded or a plurality of makes the several the tub and it be crossed the cross-sectional view of the chassis is 'H' shape the support stand is comprised of the chassis according to the scroll and the length of the arm rest the support stand and holder base are wholly modelled to the glass fiber strengthen thermoplastic resin as to the arm rest including the holder base which is formed integrally in the hinge pin equipped in one end of the support stand, and the support stand, and the other end of the support stand and in which the cup holder is shaped. According to the invention, since the light weight is possible the effect that is a help to the vehicle fuel ratio improvement can be obtained through the improvement of form of the arm rest. The arm rest manufacturing process is shortened and productivity is improved. And it can obtain the effect reducing the manufacturing cost. ",3516282000533
현대트랜시스 주식회사,2014-12-31,Apparatus and Method for controlling seat for Vehicle,B60N-002/02," The present invention relates to the vehicle seat control device and control method. It fits in it determines the phenomenon. If it fits in with sheet the phenomenon is generated as to the invention, the maximum current is supplied to the sheet motor in the structure in which the hall sensor is applied to the sheet motor providing the driving force of the power seat through the sensing operation of the hall sensor of sheet. Like this, the invention has the advantage that the operation mode of the sheet control device in which the soft start mode is employed is improved. In that way it fits in with sheet the phenomenon can be solved. ",3516274000430
대원정밀공업(주),2015-06-02,Locking device for seat track,B60N-002/08 | B60N-002/02 | B60N-002/07," The present invention relates to the car seat track locking device, and the impact load standing against the insertion bottom part of the rocker from the locking hole of the fixed track including the purpose is the rear-end collision of the vehicles or the collision etc is generated. And yet the operation member of the locking device is easily operated and the locking of all rockers is canceled. In that way the escape factor of the passenger is improved. The invention relates to the direction in which one side rocker of the locker is inserted with the return spring within the locking hole of the fixed track and in which the movement track is fixed to the fixed track and which is broken away from of the locking hole while all rockers of the locker compress the return spring with the operation member. And the guide member equipped with multiple guide holes is installed as to the seat track locking device in which operated the locking of the movement track about the fixed track is canceled within the movement track. The descent prevention board in which the cut off penetration hole is built up in the guide member is connected and installed. And the guide member is comprised so that the rocker pass through the guide hole and cut off penetration hole. When the bending of one side rocker locked within the locking hole is generated with load the descent prevention board is moved milling with the contact with the rocker in which the bending is generated. The cut off penetration hole one side of the descent prevention board moved milling is contacted with the rocker of the U.S. locking state. The location of the locker is changed so that the locking hole of the fixed track be positioned at the lower part of the rocker of the U.S. locking state. And yet the lowering of the rocker of the U.S. locking state is prevented with the return spring within the locking hole of the fixed track. ",3516282000996
주식회사 유니크 | 현대트랜시스 주식회사,2014-11-11,DYNAMIC DRIVING SEAT AND CONTROL METHOD OF DYNAMIC DRIVING SEAT,B60N-002/02 | B60N-002/44," The present invention relates to the dynamic driving sheet and its control method for controlling the aircell of sheet as being about the dynamic driving sheet and its control method based on especially, the vehicle speed and horizontal acceleration. The present invention is to provide the dynamic driving sheet and its control method for controlling the aircell based on the vehicle speed and horizontal acceleration and effectively supporting the operator. Moreover, the present invention is to provide the dynamic driving sheet and its control method for rapidly developing the aircell and fast and effectively supporting the operator in the brake operation without the horizontal acceleration calculation in the urgent situation while the vehicles goes around in the high speed mode at the constant angle abnormality. ",3516272000677
주식회사 서연이화,2014-10-29,Seat for automobile having armrest,B60N-002/46, The seat for automobile having the arm rest according to this working example comprises the taking a seat sheet; the back of seat which is possible to rotate is combined in the taking a seat sheet; the arm rest getting on and off and it is possible to rotate is installed at the back of seat; and the rigid frame accommodating the lift frame inside the lift frame which is combined with the locking unit performing the locking of the elevating movement of the arm rest and loss of locking it operates with advance and retreat movement which are parallel to the combining direction of the movable unit and it moves it is the first through-hole for being combined in the back of seat combined in the kinds arm rest frame: first through-hole and the arm rest frame is rotated and it can ascend and descend it is fixed and combined with the movable unit and the movable unit: one end uniting with the back of seat. The hinge unit forms the skeleton of the arm rest and the hinge unit which gets the arm rest and back of seat on and off and it is possible to rotate fixed is included and and: locking unit and guides the elevating movement of the arm rest to the formed space part and is fixed to and combined with the backend of the rail frame and the rail frame guiding the movement route of the lift frame and fixes the rail frame on the back of seat. ,3516244000505
주식회사 서연이화,2015-03-18,HEADREST FOR VEHICLE SEAT,B60N-002/48 | A47C-007/38," The present invention relates to the headrest of the seat for a car, and it is characterized to include first and second support bar di supporting both sides of head it is moved to both sides of the main body, the mobile unit for being installed at the main body and moving first and second support bar di, and the driving part generating the power for being installed in the main body and seat back and operating the mobile unit. First and second support bar di supporting both sides of head it is moved to both sides of the main body, supports the head backside of the passenger while being combined in the seat back and main body it is combined in the seat back. It has the effect that it is prevented that the pass is supported by the support bar di among the sleep if it becomes the sleep with the withdrawal crab after the passenger operates the support bar di of the headrest the sleep in the long time travel in and head falls to the side. In that way it has the deep sleep. ",3516244000803
오기창,2015-03-24,Preparation method of volume seat cover for motors using cold-press forming,B60N-002/58 | A47C-031/11 | B29D-099/00," The invention relates to the manufacturing method of the car volume seat cover using the cold bending, providing the method passing the constant temperature and for hour preheat chamber through and preheating the assembly of the backing cloth and synthetic resin system elastomer in more specifically and for manufacturing the car volume seat cover which laminates the cloth piece in the top and it sews the volume sheet elastomer to the forming station of the volume sheet to make by being refrigerated and compressed thereafter by using the press after doing the molding and it welds is comprised. If the car volume seat cover is manufactured by using the cold bending method according to the present invention since molding the volume sheet elastomer by using the cold press which is not hot press the deterioration of the basis property of matter of the volume sheet elastomer form is prevented and the improvement of physical properties including elasticity and durability of the car volume sheet which through this, is manufactured etc. is planned. Elasticity has the advantage of conspicuously improving productivity through the reduction of the molding time. ",3516244000810
대원강업주식회사,2014-10-31,RECLINING DEVICE FOR OPERATING FORCE REDUCTION OF RAILWAY VEHICLE SEET,B61D-033/00 | A47C-001/024 | B60N-002/10," The invention provides the first locking lever as the active force reduction reclining device, of the railway vehicle sheet and the active force reduction reclining device of the railway vehicle sheet which controls the angle of the back of a chair since the active force decrease rate is reduced and the cable active force and button operation power are due to this reduced the button operation power is actually reduced and the button is readily pressed down through the small power. It is rotatable the bottom is combined in the fixing braket and it cable is connected and it is rotatable the upper end is combined in the first locking lever: fixing braket circulated with the operation of cable and above statement the bottom is done by the technical point in the upper end to be comprised of the second locking lever in which it is canceled to lock of the seat back by pressurizing the push rod while the bottom adheres closely to the first locking lever and it is circulated to on operation first locking lever and opposite direction of the first locking lever. ",3516244000517
주식회사 오스템,2015-03-11,PUMPING DEVICE FOR VEHICLE SEAT,B60N-002/16 | A47C-003/20," The invention relates to the pumping device for the vehicle seat. And it is characterized to include the housing, the brake cam, the brake spring of pair since the selectively is pressurized according to the rotational direction of the brake cam and the rotational direction takes place the rotation to one side of the brake cam and the other side direction are blocked through the frictional force generated between the housing inner circumference it is inserted the outside adhere closely to the inner circumference of housing so that it is symmetrically arranged in the outside of the brake cam and, the control plate, and the bidirectional clutch means. As to the housing, the shaft is supported. The brake cam is adopted to housing and rotates with the shaft into one body. The control plate has the projection arm which is adjacent on a pair of brake springs to the axial direction and the rotation rotates at one side or the other side direction by selectively pressurizing a pair of brake springs in the rotation and puckering up and rotates the brake cam at the same direction. The bidirectional clutch means is equipped in the axis direction one side of the control plate and goes in gear with the control plate in the rotational input and rotates and is canceled with the engaged teeth with the control plate and returns to the original position in the rotational input annihilation. The pumping device for the vehicle seat which compares to the prior art and which conspicuously decreases the number of component and in which precision and quality control are facilitated and in which manufacture becomes streamlined can be provided thereby. ",3516244000799
카폴디오 리미티드,2013-05-28,APPARATUS FOR ADAPTING A SEAT BELT FOR A CHILD,B60R-022/10 | B60R-022/20," The invention provides the belt which is the apparatus for applying the adult three point type seat-belt for fixing the children and the seat belt is extended from the shoulder consolation as the anchor point connected to the chassis of the vehicles, belt is the downward the clasp the clasp adhered to the chassis on the opposing side of the passenger of sheet is included, and the apparatus including the mat having the side catch it crosses in order to unite and, and the strap having the clip in the shift fixed to the mat and the children being backwards extended for the strap and the clip uniting with belt and the clip and extended from the drum for passing the shoulder of the children or less bringing the chassis section of belt. The mat having the side catch it crosses in order to unite and can be smoothed out and which puts the passenger under restraint for the chassis section and wrap section proton everyone of the seat belt and it combines with the wrap section of the seat belt and it passes the leg of the children and which the apparatus below supports. ",3516234000539
대원강업주식회사,2014-11-07,Non gap self-locking type multistage latch of vehicle seet,B60N-002/08," The invention provides the rocker the locking release action is comprised it is facilitated it is not interfered in each other the rocker is successively operated it digs in the unlocking of the striker the stability of the locking is improved and the singular number adjustment of the multiple rocker easily accomplishes through the link bracket connecting the multiple rocker digs. It is kept in custody it is put through as the cordless standing self locking type multi-stage latch for the vehicle seat that the multiple rocker digs and multiple strikers are restricted through the multiple rocker and the cordless standing self locking type multi-stage latch for the vehicle seat in which the tension compensation is comprised of the side in which side contacts it digs. The restricts the unlocking direction rotation of the rocker while the side adheres closely with being in opposite directions to the side of the rocker side is made it is installed at the rocker: cam-shaft formed in the base plate. Installed in the invention relates to the rotatable structure in the first barrier hole which arrests the striker it is combined with the striker inserted through the opening of the base plate: base plate in which the opening is formed and the rocker axis which the second barrier hole is built up and it is made and is formed in the base plate for the accomplishment of the object in case the striker is combined among the first barrier hole and the second barrier hole in at least one barrier hole it digs in order to have the rotatable structure around the bracket shaft which digs is formed that it includes the side which the side is installed. It is possible to rotate. The rocker together rotates. One side is combined with the unlocking lever and the other side is combined in the connection pin developed in the rocker and it digs into one side in the operation of the unlocking lever it is done by the technical point to be comprised of the link bracket, and the cam support canceling the binding is possible to rotate it is installed at the rotary shaft formed in the base plate and it reacts to the striker who is advanced through the opening while it puts under restraint for the locking direction to dig support and dig into the formed jamming protrusion to be rotated and it digs so that it preferentially rotate at the unlocking direction that the rocker puts the time difference and it digs it digs. As to the link bracket, the slot hole induced is formed in the other side. ",3516232000779
존슨 컨트롤스 게엠베하,2012-04-23,TEAR PREVENTER ON A SIDE AIR CUSHION OUTLET SEAM OF A VEHICLE SEAT COVERING AND VEHICLE SEAT COVERING WITH A TEAR PREVENTER,B60R-021/207 | B60N-002/58," The present invention relates to tearing preventing devices (2, 3) on the side air cushion exit seam (4) of the vehicle seat cover ring (5) for the vehicle seat (1). According to the invention, it is arranged on two seam end parts of the side air cushion exit seam (4) on the inside of the vehicle seat cover ring and the material coupling method and/or rubbing is ceased in the vehicle seat cover (5) the woven hose (16) is connected by the mode to each case. Moreover, the present invention relates to the vehicle seat cover (5) having tearing preventing devices (2, 3) on the side air cushion exit seam (4). ",3516224000502
존슨 콘트롤즈 메탈즈 앤드 메카니즘즈 게엠베하 운트 코. 카게,2012-11-29,DEVICE FOR SELECTIVELY MONITORING AND REDUCING THE BACKWARD DISPLACEMENT OF A VEHICLE SEAT IN THE EVENT OF AN ACCIDENT,B60N-002/42," The present invention relates to the rear side the upper part of the vehicle seat in the accident, selectively, the monitoring and the apparatus for reducing for having one or more stop bodies (6) which is arranged on the vehicle seat it has one or more stop elements (4) which is arranged on a pair of seat rail (1) it has the stop surface (5) inclined about the longitudinal axis of a pair of seat rail (1) and contact surfaces (8,18,28) which are arranged in the normal position it is spaced apart from the stop surface. In case of the accident of the vehicle, the stop element (4) and stop body (7) decrease with the rear side Magenstrasse of the vehicle seat consequently are caused by accident while being implemented as the mounted state and being arranged in such a way that the contact surface (8) of the stop surface (5) of the stop element (4) and stop body (6) in the collision position generated by the simple mode in - partial collision with the vehicle having the vehicle seat it is the apparatus for efficiently reducing the rearward displacement motion of the vehicle seat available contact. ",3516222000900
현대트랜시스 주식회사,2014-12-26,SEAT BACK FRAME,B60N-002/68," The upper frame supporting the top of the seat back, the subframe is possible to rotate, and the driving part are introduced the vehicle backseat frame including. As to the subframe is possible to rotate, the end part is combined in the lower part of the seat back in the upper frame and supporting the waist of the passenger in the forward rotation. The driving part is connected to the subframe and provides torque to the subframe. ",3516212000927
주식회사 서연이화,2014-10-29,UNDER TRAY OF VEHICLE SEAT,B60N-003/00 | B60R-007/04," The present invention relates to the receiving device of the vehicle seat, and it is characterized to include the binding bracket combined at the lower part of the seat cushion, the guide rail of pair it is isolated with certain distance in the binding bracket and it is fixed, the fixing unit for fixing the guide rail on the binding bracket, the receipt box, and the separation protection unit for preventing that the receipt box is broken away from the guide rail. The receipt box is inserted in the guide rail and it mobiles is combined to front and rear side of the vehicles. Therefore, it can prevent from the user with all strength pulling the receipt box to the front of sheet or the receipt box coming off in the quick stops of the vehicles with the separation protection unit in the space part of the seat cushion lower part although the receipt box moves to the front of sheet. ",3516204000583
현대자동차주식회사,2014-10-13,Vehicle Power Seat System for Controlling Seat Move Speed,B60N-002/02 | B60N-002/04, The present invention relates to the car power seat system corresponding to the various requirement reflecting the taking a seat and experience of use of the user through the wheeled vehicle operating the relay and permits power in motor and can control the sheet transition speed about each load. ,3516202000514
한화글로벌에셋 주식회사,2015-02-05,TETHER ANCHOR ASSEMBLY OF REAR SEAT FRAME FOR CAR,B60N-002/28 | B60N-002/68," The invention relates to the tether anchor assembly of the rear seatback for vehicle frame, providing the tether anchor assembly of the rear seatback for vehicle frame which the top tether anchor in which the baby seat is fixed is inserted in the fitting groove and both ends of the top tether anchor is fixed to the rear seat back frame while the extensive rib is more formed in both sides of the anchor rib as to the tether anchor assembly: of the rear seatback for vehicle frame and the constant depth fitting groove is pitted and formed in the surface of the extensive rib including the anchor rib comprising the circumference of the anchor groove and the anchor groove formed integrally in a part of the pressure-molded rear seat back frame. According to the invention, the effect improving in order to assemble through the less operation process while minimizing the weight of the tether anchor assembly which guides in order to fix the baby seat on the rear seat back and cuts down cost and makes the production efficiency enlarged can be obtained. ",3516202000754
(주)대유플러스,2015-03-30,Seat for car having safety belt,B60R-022/48 | B60N-002/48 | B60R-021/015 | B60R-022/26," The invention relates to the seat for automobile having the safety belt. And the lower sheet the lower sheet in which the hips of the seat occupant comes in sight is equipped may be provided in the inner side of the gear, which is equipped with sheet equipped with the headrest in which the upper sheet in which the seat occupant etc. contact is equipped and the receptacle of the head of the seat occupant contacts on the top of the upper sheet and it is equipped and is speed-changed according to the operation of the operator. And sheet. And delivered the shift signal of the gear and it is united and possessed in the upper sheet one-side upper part of the operated only when the location of the gear is broken away from P controller, and sheet. And it is united and possessed in the upper sheet one-side lower part of *** exit, which is formed so that one side of belt be inserted to the inner side and sheet. And the either side is equipped in the lower part telecommunications outlet, which is formed so that the other side of belt be inserted to the inner side and *** exit and lower part telecommunications outlet so that the equipped tongue plate, and tongue plate be inserted and coupled so that one side can,cans slide between the respective inserted belt. And the shift signal is equipped in the inside front of the lower sheet top of inside of the buckle, equipped in the lower sheet other side of sheet and sheet and upper sheet It comprises the weight detecting sensor of pair and the lamp which is separated with the weight detecting sensor and it is equipped and the location is equipped in the headrest one side of the vibrator of pair and sheet as long as the location is operated at the same time, only when the weight detecting sensor equipped to pair senses weight and it transmits the signal with the controller the signal is operated due to the signal of the controller and the location of the gear is broken away from P and the location is equipped in the headrest one side of the speaker, operated according to the signal of the controller and sheet and is switched on and off according to the signal of the controller. The weight is operated the location of the gear is broken away from P the weight delivers to the controller the weight of the seat occupant is sensed. ",3516202000787
신인학,2014-05-30,"The method of manufacturing a car seat cushion, and thus the tension Product",C08J-005/04 | B29C-045/00 | B60N-002/44 | C08K-003/04 | C08L-069/00," Disclosed is the back board clip for fixing for the vehicle seat and manufacturing method thereof. According to the invention, it is connected to both sides of the vertical part, puts the raw material mixing the polycarbonate 70~90wt% and carbon fiber 10~30wt% in mold and it performs injection molding and mold is manufactured and which is made of the board shape and it is flowed in both ends of the slope part, pointedly formed into the triangular shape and slope part to the inner side to the horizontal direction and in which the projection is formed and which is formed into the downward of the projection into the linear direction. And vertical part at the vertical margin part, which is vertical is formed in one end of part, the horizontal part and the horizontal part which is curved to be horizontal and formed it is broken and vertical margin part and it is broken vertical margin part are comprised of the intimate piece which is horizontally curve-cut toward side. The cost down the process is convenient it fundamentally can exclude the thermal process like the convention it is not metal material the noise generating can be minimized. Although the micro-vibration is generated among the driving since being the synthetic resin material weight can be reduced according to this and is made possible. And since being the synthetic resin material it compares to the metal material and it has the number effect in which quality is improved since the danger in which the afterward deformation is generated can be extraordinarily reduced. ",3516192000525
주식회사 아이윈,2014-12-04,HEATING SEAT AND METHOD FOR CONTROLLING THE SAME,B60N-002/56, The heating wire circuit for each heating is independently equipped in the seat back and seat cushion. After the seat cushion is firstly heated in the activation of the heating function of sheet the predetermined time flows or in case the seat cushion reaches the constant temperature it presents the heating sheet and method for controlling the same of the vehicles in which the seat cushion and seat back are together heated. ,3516192000858
(주)디에스시,2014-12-30,wire insert clip of seat back frame for vehicle,B60N-002/68," The invention relates to the wire insertion clip of the vehicle backseat frame. And one end is formed in the outside fixed position of the second fixing unit and the first fix part so that one end is combined in one side of the opening formed in the each center of inside of the first fix part and the indentation stomodaeum which is made of combined first and second indentation outlet when the second fixing unit is interconnected, and the first and the second indentation outlet it is formed respectively in the lower part and it be located to the upper side from the first and the second elastic piece, protruded to the outside and the first and the second wing part The first capable of the upper side the elastic deformation it is longer than the first and the second wing part and the second subsidiary wing portion are included. In order to have the width which is bigger than the distance between the end part of the first and the second wing part and is less than the distance between the end part of the first and the second subsidiary wing portion to that it is characterized that case, the first and the second subsidiary wing portion in which the clip is mounted on the inserting hole formed in the groove portion formed in the seat back frame authorize elasticity in the seat back frame. ",3516192000907
현대트랜시스 주식회사,2014-12-31,TWO BLOWERS OPERATING IN OPPOSITE DIRECTION OF A SEAT VENTILATION APPARATUS AND METHOD OF THE SAME,B60N-002/56 | A47C-007/74," The present invention relates to two blowers is the ventilation arrangement for operating to the opposite direction and method thereof, and by using the first humidity sensor installed at the drive step: cushion runing the first and the second blower as to the sheet ventilation method for rotating and letting air and the second humidity sensor installed at above mentioned bag the first blower installed at the cushion of the vehicle seat and the second blower installed at white it is characterized by the measuring humidity step measuring the humidity of white and cushion, the humidity comparison step comparing the humidity measured in the first and the second humidity sensor, and the ventilation step rotating the rotational direction of the second blower and the first according to the humidity comparison result on the contrary and lets air to include. ",3516192000916
(주)엘엑스하우시스,2014-09-24,"SEATBACK FRAME, METHOD FOR PRODUCING THE SAME AND SEATBACK FOR A VEHICLE",B60N-002/68 | B29C-045/14," The seat back frame including the body frame including the long fiber-reinforced thermoplastic resin (long fiber reinforced thermoplastic, LFT) composite and the embedded frame including the continuous fiber reinforced thermoplastic resin (continuous fiber reinforced thermoplastic, CFT) composite buried inside the body frame with the insert injection molding, and the manufacturing method thereof and vehicle backseat including the same are provided. ",3516192000724
대동모벨시스템 주식회사,2014-12-29,Apparatus of driving car seat by sliding,B60N-002/07 | F16H-001/16 | F16H-025/20," The invention relates to the seat for a car moving apparatus, and to the sheet moving apparatus in which it can deliver the vehicle seat and it smoothly move according to the worm wheel screw bar by comprising 2 kinds threaded pattern between the amount of deformation absorbing hole and the tension fitting component liver in the female thread of the worm wheel engaged in the screw bar of the transport unit which it rearwards makes with sliding movement although the worm wheel and screw bar heat-transform by the change of temperature and the vibration and noise are not generated. ",3516192000904
주식회사 서연씨엔에프투자,2015-11-25,RECLINER FOR VEHICLE SEAT,B60N-002/22 | B60N-002/235," The invention relates to the recliner for the vehicle seat which is applied to the seat in vehicle and controls the rotation angle of the seat back about the seat cushion but is used. And the second quide face guiding the other side face which is the opposite side of one side about the lock gear adjacent to the first guide side which the guide embo of the holder guides one side of the lock gear is formed. The lock gear is linked to one side and it is characterized with the main support side part protruded to the inner side and the site ground portion which is soft to the other side face and is protruded to the inner side to be faced to this to dig that it corresponds to the lock gear of the locked position and it contacts in the main support side part and the stock price pressure side part pressurized to the outside and the addition pressure side part which contacts in the site ground portion and pressurized to the outside are formed in the outer circumference. Using this, the locking state of the lock gear can be more authentically guaranteed in consideration of the abrasion at the allowable error of manufacture and coarsely particulate and use process. ",3516182001147
주식회사 서연씨엔에프투자,2015-12-01,VEHICLE SEAT TRACK HAVING LOCKING SYSTEM,B60N-002/08 | B60N-002/07," The invention relates to the seat for a car magnetic track having the slide adjustment between the lower rail fixed to the car body and the upper rail fixed to the seat sheet and locking system capable of the locking. And the locking arm plate part it has the leaf spring member having the flat spring supporting part, which is fixed to the upper surface portion bottom surface of the upper rail it is installed at the internal space of the upper rail and the hinge plate part, from this perpendicularly extended and the flat spring end part which is extended from the flat spring supporting part and is bent the lower part and the slot plate part, which is combined in the hinge plate part is possible to rotate gets on and off and the locking arm plate part which goes and returns the locked locked position of the upper part and the locking off position-to-position of the lower part in which the locking is canceled according to the elevation and rotation in the lower rail is extended to and formed on from this comprise the locking member in which the bottom surface is pressurized with the flat spring end part and which is maintained by the locked position. Using this, it has in case of the seat track operated to the leaf spring type and the locking stability of the upper rail about the lower rail can be secured. The locking can be achieved even in case the assembly error between the rail, and the form error and the alignmenst error are generated. And the occurrence possibility of the plastic deformation can be minimized. ",3516182001153
한화글로벌에셋 주식회사,2014-08-29,ARMREST HINGE ASSEMBLY OF TWO ROW SEAT FOR CAR,B60N-002/46," The invention relates to the arm rest hinge assembly of the car 2 thermal seat, providing the arm rest hinge assembly of the car 2 thermal seat in which the guide projection in which the end part which is one end of the arm rest frame in the hinge cavity of the inner side facing of the hinge bracket as to the arm rest hinge assembly: of the car 2 thermal seat 'ㅕ' of the shape is inserted is more formed including the locus pin which is equipped in the hollow hinge shaft: hinge bolt: guide portion: arm rest frame in which the circumference a part of the hinge bracket is processed with round and which is formed and inserted through the hinge cavity in each end part of the hinge shaft fixed to one end of the hinge bracket: hinge cavity: arm rest frame formed through the hinge bracket of pair it is hinge-coupled in the hinge bracket the interval is put is into one body shaped in a part of sheet is moved according to the guide portion. According to the invention, since very much not need to including the separate part while the hinge structure being simplified through the improvement of form of the arm rest and being easy and rapidly doing the fastening work the light weight is possible. The effect cutting down cost can be obtained. ",3516182000642
한화글로벌에셋 주식회사,2014-09-05,SEAT FRAME WITH ONEBODY TYPE MULTI-FUNCTION,B60N-002/68 | B60N-002/48 | C08J-005/04," The invention relates to the multifunction integrated seat for a car frame, providing the multifunction integrated seat for a car frame which pulls out the continuous fiber with the rod after doing the synthetic resin and mixing and it pressure molds in mold with GMT after turning multiple loads in the oven and which manufactures the frame sheet and it more forms the reinforcing support which consists of the form with the laminate enforcement when selling at the backcover which is the rear surface of the frame sheet and is comprised integration and it together molds the headrest shape in the upper end of the frame sheet and which load unitizes the headrest. According to the invention, effect of achieving manufacture, and the effectiveness and cost down of the production it can decrease the number of component than the existing comparison 25% since the glass fiber strengthen thermoplastic resin and continuous fiber composite material are applied reciprocity and lots of the functional elements including the headrest including the backcover etc. is unitized in the Seat frame weight can be reduced than the existing steel comparison 20% and the light weight is possible can be obtained. ",3516182000652
한화글로벌에셋 주식회사,2015-01-06,CONTINUOUS FIBER REIGNFORCED SEAT BACK FRAME WITH EASY INTERFACIAL BONDING,B60N-002/68 | B32B-005/28," The invention relates to the continuous fiber enforcement seat back frame in which the interfacial adhesion is facilitated, providing the continuous fiber enforcement seat back frame in which the reinforcing support is locally into one body shaped in the intensity fragile site of the frame body and the intensity fragile site is comprised one body as to the vehicle backseat frame and the reinforcing support paves with the prepreg type in the state dipping the continuous fiber into the thermoplastic resin and it laminates multiple prepregs and the state is formed in the form of the lamination sheet and the interfacial adhesion formed with the form which injects the selected synthetic resin and the state inserting this lamination sheet in the injection mold among PP, PA, and PE and overmolded is facilitated including the multiple ribs protruded in the channel formed according to the frame body, and the circumference of the frame body, and one side of the frame body. According to the invention, the seat back frame excellent in terms of prepreg type the manufacture, especially, the pull strength at the interface through this, it is structurally simple by being laminated the tensile strength improved comparing to the existing seat back can be secured the continuous fiber is mixed with the thermoplastic resin can be provided. ",3516182000910
(주)동인기연,2014-12-24,Shoulder pads applied to the baby safety seat,B60N-002/26 | B60R-022/10," The invention comprises the Shoulder-pads, for the infant is the pad body (120): of the pad body (110): of one side and the other side and the pad body connection part: connecting a pair of pad body (110,120) intervals and the belt fixing unit which a pair of pad bodies (110,120) fix to a pair of humeral lobe safety belts (21,22) the Shoulder-pads for the infant connected to humeral lobe safety belts (21,22) of pair is comprised it is equipped as the Shoulder-pads for the infant applied to the safety seat for children which minimizes the impact the infant collides into the structure of the vehicle interior etc. in the safety seat for children the power in which than before, the infant taking a seat at the safety seat for children is moreover markedly on the decrease with power rotated and moved to front is exhausted a part is attenuated among the delivered inertial force the intensity of the inertial force which is delivered to the infant corresponding to the impulse quantity dynamic is big in the quick stops of the vehicles the safety of the infant taking a seat at the safety seat for children is secured the infant taking a seat at the safety seat for children prevents with the pad body connection part equipped in the Shoulder-pads for the infant it rotatively moves to front the inertial force corresponding to the outside shock power amount is delivered in the vehicles quick stops to the safety seat for children It is the structure where the int the move vehicles is prevented with the pad body connection part connecting a pair of pad body (110,120) intervals that the upper part of the infant is rotated and moved to front in the quick stops with the inertial force around the lower belly portion of the infant. ",3516182000802
비테스코 테크놀로지스 코리아 유한책임회사,2014-09-26,DYNAMIC SEAT SYSTEM,B60N-002/56," The left side aircell and the right side aircell, the left side aircell and the air pump for injecting into the right side aircell the external air, and the controller injecting the left side aircell and the air flowed in among the right side aircell in at least one from the air pump or controls so that it injects air into any one of left side aircell and right side aircell according to the steering angle of the vehicles and the multiple valve units are included. And it is characterized by at least one among multiple valve units to inject air into any one of left side aircell according to the control signal of the controller and right side aircell it is connected to the left side aircell and right side aircell each air injection line. The left side aircell and the right side aircell the dynamic sheet control device according to the present invention is prepared within sheet. The controller injecting the left side aircell and the air flowed in among the right side aircell in at least one from the air pump or controls so that it injects air into any one of left side aircell and right side aircell according to the steering angle of the vehicles and the multiple valve units takes good care of the injected air to do through multiple valve units or the steering angle eject. ",3516174000590
(주)세종이엠시,2014-11-26,NOISE DIAGNOISING DEVICE OF AUTOMOBILE POWER SEAT,G01H-011/00 | B60N-002/02, The present invention relates to the vehicle power seat allophone diagnostic unit making a diagnosis of the allophone generating yes or no of each by technique connection part after the manufacture of the vehicle power seat. The invention relates to the kitchen the negative principle in nature booth (10) inside the secondary insulation booth (30) (32) ascending is set up on the top of the conveyor (22) (24) according to the respective elevation frame (26) (28) it makes advanced into at the same time in consideration of the work postulation or the installation given condition etc. within the kitchen the negative principle in nature booth (10) according to the conveyor (22) (24) and the respective allophone generating yes or no is diagnosed and it makes opened and closed in the entrance (12) and the exit (14) which the kitchen the negative principle in nature booth (10) has with the door (16) (18) operating with the respective information desk (42) (44) and horizontal cylinder (50) (52). And multiple power seats (38) (40) entering into comprise on the closed state of the exit (14) and entrance (12) so that the allophone diagnosis by the noise meter (34) (36) be made in the independent space within the respective secondary insulation booth (30) (32) or the allophone diagnosis is more accurately made as the external rattle without the influence of the noise generated from the other power seat. ,3516174000667
